macro,energy_hartree,relative_error,dE,grad_orb,grad_ci,ddm,max_rot,jk_this_macro,micro_this_macro,total_jk,total_micro,macro_step_wall_s,cumulative_macro_wall_s,cumulative_casscf_wall_s,cumulative_peak_rss_mb
11,-2.17344233938855,0.0008215404159768496,-7.758167885896228e-09,2.55173434284856e-07,7.642942552802258e-05,2.2128205731159863e-08,0.3079661775302912,11,2,163,32,286.1251099049987,9864.029866645003,10018.618413019001,13771.2578125
11,-2.17344233938855,0.0008215404159768496,-7.758167885896228e-09,2.55173434284856e-07,6.247422900160849e-05,3.43728178240513e-08,0.3079661775302912,16,3,163,32,286.0391869340019,10150.069053579005,10304.657599953003,13771.2578125
11,-2.173442346484707,0.0008215371537199739,-7.096156995345382e-09,2.55173434284856e-07,6.247422900160849e-05,1.5868431105887748e-07,0.3004531469162765,21,4,184,36,254.91891249699984,10404.987966076005,10559.576512450003,13771.2578125
12,-2.173442346484707,0.0008215371537199739,-7.096156995345382e-09,2.795985398811157e-07,1.593239725063155e-05,8.420763678363194e-09,0.3004531469162765,4,1,184,36,279.1942088200012,10684.182174896006,10838.770721270004,13771.2578125
12,-2.1734423467862762,0.0008215370150819806,-3.015694360897214e-10,2.795985398811157e-07,1.593239725063155e-05,4.5908684226796145e-08,0.019996955120976698,4,1,188,37,131.1353096229941,10815.317484519,10969.906030892998,13771.2578125
13,-2.1734423467862762,0.0008215370150819806,-3.015694360897214e-10,5.014697500037181e-07,8.681632201492136e-05,2.177078257118482e-08,0.019996955120976698,6,1,188,37,280.10338926999975,11095.420873789,11250.009420162998,13771.2578125
13,-2.1734423467862762,0.0008215370150819806,-3.015694360897214e-10,5.014697500037181e-07,2.513573897385267e-05,2.214178244527534e-08,0.019996955120976698,8,2,188,37,286.5485934610042,11381.969467250005,11536.558013624002,13771.2578125
13,-2.1734423467862762,0.0008215370150819806,-3.015694360897214e-10,5.014697500037181e-07,0.00010085913407078284,2.8760997286070897e-08,0.019996955120976698,13,3,188,37,286.2180317029997,11668.187498953004,11822.776045327002,13771.2578125
13,-2.1734423499952764,0.0008215355398351818,-3.2090001766960086e-09,5.014697500037181e-07,0.00010085913407078284,1.0589071159830863e-07,0.24463673334293992,18,4,206,41,279.4097933820012,11947.597292335005,12102.185838709003,13771.2578125
14,-2.1734423499952764,0.0008215355398351818,-3.2090001766960086e-09,3.093094141128698e-07,0.00011292226180098,6.9518986428628656e-09,0.24463673334293992,6,1,206,41,279.7639263809979,12227.361218716003,12381.949765090001,13771.2578125
14,-2.1734423499952764,0.0008215355398351818,-3.2090001766960086e-09,3.093094141128698e-07,9.049589720441868e-05,1.2359657015359885e-08,0.24463673334293992,11,2,206,41,285.82522792700183,12513.186446643005,12667.774993017003,13771.2578125
14,-2.1734423499952764,0.0008215355398351818,-3.2090001766960086e-09,3.093094141128698e-07,4.3097601869290976e-05,2.1582543438104848e-08,0.24463673334293992,16,3,206,41,285.7310192419973,12798.917465885002,12953.506012259,13771.2578125
14,-2.1734423541582015,0.0008215336260484533,-4.162925115736016e-09,3.093094141128698e-07,4.3097601869290976e-05,8.661820071558741e-08,0.23746243377321677,19,4,225,45,229.35283920200163,13028.270305087004,13182.858851461002,13771.2578125
